,Organisation Name,City,County,Type & Rating,Route
1274,ACUK Limited,London,,Worker (A rating),Skilled Worker
1277,Acumen Accountants and Global Compliance Ltd,London,,Worker (A rating),Skilled Worker
1281,Acumen Construction Group Ltd,London,,Worker (A rating),Skilled Worker
1283,Acumen Inc,London,,Worker (A rating),Skilled Worker
1284,ACUMEN LONDON LTD,London,,Worker (A rating),Skilled Worker
1287,ACUPRO CLINIC,London,,Worker (A rating),Skilled Worker
1288,Acurable Ltd,London,Please select,Worker (A rating),Skilled Worker
1291,Acutus Medical UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1292,Acutus Medical UK Ltd,London,,Worker (A rating),Skilled Worker
1296,Acxiom Limited,London,,Worker (A rating),Skilled Worker
1297,Acxiom Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1298,Ad Astra Bars Limited T\A  The Three Crowns.,London,,Worker (A rating),Skilled Worker
1300,Ad idem Consulting Limited,London,,Worker (A rating),Skilled Worker
1306,Ada Digital Health Ltd,London,,Worker (A rating),Skilled Worker
1307,Ada Digital Health Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1310,ADAM Asset Management Limited,London,,Worker (A rating),Skilled Worker
1311,Adam Autos,London,,Worker (A rating),Skilled Worker
1312,Adam Bernard Solicitors,London,,Worker (A rating),Skilled Worker
1314,Adam Grooming Atelier Ltd,London,,Worker (A rating),Skilled Worker
1315,Adam Legal Services Solicitors Ltd,London,,Worker (A rating),Skilled Worker
1319,Adam Renovations Ltd,London,,Worker (A rating),Skilled Worker
1320,Adam Smith International Limited,London,,Worker (A rating),Skilled Worker
1321,Adam Smith International Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1322,Adam Spiegel Productions Ltd,London,,Temporary Worker (A rating),Creative Worker
1330,Adams Gold Limited,London,,Worker (A rating),Skilled Worker
1332,Adams Street Partners UK LLP,London,,Worker (A rating),Skilled Worker
1333,Adamson Associates (International) Ltd,London,London,Worker (A rating),Skilled Worker
1334,Adamson Associates (International) Ltd,London,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1335,Adamson Knight Limited,London,,Worker (A rating),Skilled Worker
1338,Adaptate Biotherapeutics Limited,London,,Worker (A rating),Skilled Worker
1340,Adaptive Financial Consulting Ltd,London,England,Worker (A rating),Skilled Worker
1342,Adapts Today Ltd,London,,Worker (A rating),Skilled Worker
1344,Adarga Limited,London,,Worker (A rating),Skilled Worker
1346,Adatis Consulting Limited,London,,Worker (A rating),Skilled Worker
1348,Adbell International Limited,London,,Worker (A rating),Skilled Worker
1349,ADC Therapeutics (UK) Limited,London,,Worker (A rating),Skilled Worker
1365,Addington Captial LLP,London,,Worker (A rating),Skilled Worker
1366,Addionics Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1367,Addionics Limited,London,,Worker (A rating),Skilled Worker
1368,Addis Fine Art Limited,London,,Worker (A rating),Skilled Worker
1370,ADDISON BRADLEY & CO. LIMITED,London,,Worker (A rating),Skilled Worker
1371,ADDISON LEE SERVICES LIMITED,London,,Worker (A rating),Skilled Worker
1374,Addland Limited,London,London,Worker (A rating),Skilled Worker
1375,Addleshaw Goddard LLP,London,,Worker (A rating),Skilled Worker
1376,Addleshaw Goddard LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1377,Addleshaw Goddard LLP,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
1378,Address Intelligence Technologies Limited,London,,Worker (A rating),Skilled Worker
1380,Adea Ltd  T/A  The Sichuan,London,,Worker (A rating),Skilled Worker
1381,Adecco UK Limited,London,,Worker (A rating),Skilled Worker
1382,Adecco UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1387,Adelaide Jones and Co Ltd,London,,Worker (A rating),Skilled Worker
1389,AdelaideCare Ltd,London,,Worker (A rating),Skilled Worker
1390,ADELANTA CONSULTING LTD,London,,Worker (A rating),Skilled Worker
1395,Adelphi Capital Management Limited,London,,Worker (A rating),Skilled Worker
1399,Adena Services Limited,London,,Worker (A rating),Skilled Worker
1401,Adept Contracts Ltd,London,,Worker (A rating),Skilled Worker
1403,Adequita Capital Limited,London,,Worker (A rating),Skilled Worker
1404,Aderant Legal (UK) Limited,London,,Worker (A rating),Skilled Worker
1405,Aderant Legal (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1406,Ades Ltd,London,,Worker (A rating),Skilled Worker
1408,Adevinta UK Ltd,London,,Worker (A rating),Skilled Worker
1409,Adevinta UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1411,Adfenix Ltd,London,,Worker (A rating),Skilled Worker
1412,Adfenix Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1414,ADG Market Making LLP,London,,Worker (A rating),Skilled Worker
1429,Adjaye Associates Limited,London,Westminster,Worker (A rating),Skilled Worker
1430,Adjoint UK Ltd,London,,Worker (A rating),Skilled Worker
1431,Adjust Software Limited,London,,Worker (A rating),Skilled Worker
1432,Adjust Software Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1433,Adjusting Services Ltd,London,,Worker (A rating),Skilled Worker
1441,Adlib Digital Limited,London,,Worker (A rating),Skilled Worker
1443,Adludio Limited,London,,Worker (A rating),Skilled Worker
1444,Adludio Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1446,ADM Capital Europe LLP,London,,Worker (A rating),Skilled Worker
1449,ADM Promotions UK Limited,London,,Worker (A rating),Skilled Worker
1450,ADM Promotions UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1454,Admiral Markets UK Ltd,London,,Worker (A rating),Skilled Worker
1455,Admiral Markets UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1456,Admiral Scaffolding Group Limited,London,,Worker (A rating),Skilled Worker
1460,Admix,London,,Worker (A rating),Skilled Worker
1476,Adrem Contracts Limited,London,,Worker (A rating),Skilled Worker
1478,Adrian Hill Architects,London,LONDON,Worker (A rating),Skilled Worker
1484,Adroitx Limited,London,,Worker (A rating),Skilled Worker
1485,Adroll UK Limited,London,,Worker (A rating),Skilled Worker
1486,Adroll UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1490,Ads East London Limited T/A Oodles,London,,Worker (A rating),Skilled Worker
1491,ADS Group Limited,London,,Temporary Worker (A rating),Government Authorised Exchange
1492,ADS Group Limited,London,,Worker (A rating),Skilled Worker
1493,ADS Securities London Ltd,London,,Worker (A rating),Skilled Worker
1494,ADS Securities London Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1496,Adstream UK Ltd,London,,Worker (A rating),Skilled Worker
1497,Adstream UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1498,Adsum Technologies Ltd,London,,Worker (A rating),Skilled Worker
1501,Adthena Ltd,London,,Worker (A rating),Skilled Worker
1502,Adthena Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1511,Advance Coatings Ltd,London,,Worker (A rating),Skilled Worker
1512,Advance Education Centre(London),London,Brent,Worker (A rating),Skilled Worker
1513,Advance Global Capital Lt,London,,Worker (A rating),Skilled Worker
1515,Advance International Media Ltd,London,,Worker (A rating),Skilled Worker
1518,Advance Shipping Limited,London,,Worker (A rating),Skilled Worker
1520,Advanced Accelerator Applications (UK & Ireland) Limited,London,,Worker (A rating),Skilled Worker
1521,Advanced Accelerator Applications (UK & Ireland) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1523,ADVANCED BROADCAST SERVICES LIMITED,London,,Worker (A rating),Skilled Worker
1525,Advanced Capability Solutions Ltd,London,,Worker (A rating),Skilled Worker
1533,Advanced Hair Studios Group Ltd,London,,Worker (A rating),Skilled Worker
1537,Advanced Interior Solutions Limited,London,,Worker (A rating),Skilled Worker
1541,Advanced Markets (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1542,Advanced Markets (UK) Limited,London,,Worker (A rating),Skilled Worker
1549,Advanced Oncotherapy Plc,London,,Worker (A rating),Skilled Worker
1550,Advanced Oncotherapy Plc,London,,Temporary Worker (A rating),International Agreement
1551,Advanced Payment Solutions,London,,Worker (A rating),Skilled Worker
1558,Advancy Limited,London,,Worker (A rating),Skilled Worker
1563,ADVANTA LOSS ADJUSTERS LIMITED T/A ADVANTA INTERNATIONAL ADJUSTERS,London,,Worker (A rating),Skilled Worker
1568,Advantage Business Systems Limited,London,London,Worker (A rating),Skilled Worker
1574,Advantech Europe BV UK Branch,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1577,Advanz Pharma Services (UK) Limited,London,,Worker (A rating),Skilled Worker
1578,Advanz Pharma Services (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1583,Advent International Ltd,London,,Worker (A rating),Skilled Worker
1584,Advent International Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1585,Advention Business Partners (UK) Limited,London,,Worker (A rating),Skilled Worker
1586,Advention Business Partners (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1587,Adventure Investment Consultancy Ltd,London,,Worker (A rating),Skilled Worker
1589,Adventure Pictures Ltd,London,,Temporary Worker (A rating),Creative Worker
1590,Adverity Ltd.,London,London,Worker (A rating),Skilled Worker
1594,AdVini UK Limited,London,,Worker (A rating),Skilled Worker
1597,ADVIZZO,London,,Worker (A rating),Skilled Worker
1598,Advokatfirmaet Kromann Reumert,London,,Worker (A rating),Skilled Worker
1599,Advokatfirmaet Thommessen AS,London,,Worker (A rating),Skilled Worker
1600,Advokatfirmaet Thommessen AS,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1601,Adweko Global Limited,London,,Worker (A rating),Skilled Worker
1604,Adyen UK Limited,London,,Worker (A rating),Skilled Worker
1605,Adzuna Limited,London,,Worker (A rating),Skilled Worker
1606,AE Corp UK Limited,London,,Worker (A rating),Skilled Worker
1609,AEA Consulting Worldwide Ltd,London,,Worker (A rating),Skilled Worker
1610,AEA Investors (UK) LLP,London,,Worker (A rating),Skilled Worker
1611,AEA Investors (UK) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1612,AEC SYSTEMS LTD,London,,Worker (A rating),Skilled Worker
1614,AECOM LIMITED,London,,Worker (A rating),Skilled Worker
1615,AECOM LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1616,Aedas London Limited,London,,Worker (A rating),Skilled Worker
1617,Aedas London Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1620,AEG Presents Ltd,London,,Worker (A rating),Skilled Worker
1621,AEG Presents Ltd,London,,Temporary Worker (A rating),Creative Worker
1622,AEG Presents Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1623,AEG Technologies Limited T/A Connect,London,,Worker (A rating),Skilled Worker
1627,Aegila Capital Management Limited,London,,Worker (A rating),Skilled Worker
1631,Aegis Managing Agency Limited,London,,Worker (A rating),Skilled Worker
1633,Aegis Residential Care Homes Limited,London,,Worker (A rating),Skilled Worker
1637,AEGON UK PLC,London,,Worker (A rating),Skilled Worker
1638,AEGON UK PLC,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1639,Aegys Smart Care Ltd,London,Southwark,Worker (A rating),Skilled Worker
1641,AEI Group LTD,London,,Worker (A rating),Skilled Worker
1643,Aeon Trisl Investments Limited,London,,Worker (A rating),Skilled Worker
1644,Aeorema Limited,London,,Worker (A rating),Skilled Worker
1646,"Aequitas Group Limited, trading as Executive Nexus",London,,Worker (A rating),Skilled Worker
1647,Aera Technology Limited,London,,Worker (A rating),Skilled Worker
1649,Aerial Days Limited,London,,Worker (A rating),Skilled Worker
1652,Aermont Capital LLP,London,,Worker (A rating),Skilled Worker
1653,Aermont Capital LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1658,Aerona Clinical Limited,London,,Worker (A rating),Skilled Worker
1664,Aerospace Technology Institute,London,,Worker (A rating),Skilled Worker
1676,Aesop UK Limited,London,,Worker (A rating),Skilled Worker
1677,Aesop UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1679,AET UK Ltd,London,,Worker (A rating),Skilled Worker
1680,AET UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1682,Aethel Partners LLP,London,,Worker (A rating),Skilled Worker
1683,AETN INTERNATIONAL (UK) LIMITED,London,,Worker (A rating),Skilled Worker
1684,AETN INTERNATIONAL (UK) LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1685,AETN UK,London,,Worker (A rating),Skilled Worker
1688,AEW Europe LLP,London,,Worker (A rating),Skilled Worker
1689,AF Accountants Ltd,London,,Worker (A rating),Skilled Worker
1691,AF Payments Limited,London,,Worker (A rating),Skilled Worker
1705,Affectiva UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1706,Affectiva UK Ltd,London,,Worker (A rating),Skilled Worker
1707,Affectv Ltd,London,,Worker (A rating),Skilled Worker
1708,Affectv Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1710,Affiliated Managers Group Limited,London,,Worker (A rating),Skilled Worker
1711,Affiliated Managers Group Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1714,Affiniti AI Limited,London,,Worker (A rating),Skilled Worker
1715,Affinity (Shipping) LLP,London,,Worker (A rating),Skilled Worker
1716,Affinity (Shipping) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1720,Affinity Fire Engineering (UK) Ltd,London,,Worker (A rating),Skilled Worker
1722,Affirmative Investment Management Partners Limited,London,,Worker (A rating),Skilled Worker
1726,Afghan Islamic and Culture Centre,London,,Worker (A rating),Tier 2 Ministers of Religion
1727,Afghan Islamic and Culture Centre,London,,Temporary Worker (A rating),Religious Worker
1731,AFH Stores UK Limited,London,,Worker (A rating),Skilled Worker
1732,AFH Stores UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1734,Afiniti Europe Technologies Limited,London,,Worker (A rating),Skilled Worker
1735,Afiniti Europe Technologies Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1736,AFK Creators Ltd,London,,Worker (A rating),Skilled Worker
1742,"Aflorithmic Labs, Ltd.",London,Bermondsey,Worker (A rating),Skilled Worker
1744,AFP Assets Limited,London,,Worker (A rating),Skilled Worker
1747,AFRICA ADVOCACY FOUNDATION,London,Greater London,Temporary Worker (A rating),Charity Worker
1748,Africa Capitalworks Advisor LLP,London,,Worker (A rating),Skilled Worker
1750,Africa Matters Limited,London,,Worker (A rating),Skilled Worker
1753,Africa Oil UK Limited,London,,Worker (A rating),Skilled Worker
1754,Africa Oil UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
1755,Africa Platforms Capital LLP,London,,Worker (A rating),Skilled Worker
1758,Africa Sports Content Syndicate Ltd,London,,Worker (A rating),Skilled Worker
